date,model_prob,market_prob,edge,edge_adj,kelly_frac_used,bet_size,outcome,profit,bankroll,surface,p1_rank,min_edge,kelly_frac,vig,fold,scheme
20151102,0.6762,0.5016,0.1746,0.1496,0.0158,9.3009,1,8.3598,596.9765,Hard,46.0,0.1,0.05,0.05,EXP_2000-2014→2015,expanding
20151115,0.7607,0.6453,0.1155,0.0905,0.022,13.1038,1,6.4461,603.4226,Hard,3.0,0.1,0.05,0.05,EXP_2000-2014→2015,expanding
20151115,0.722,0.6137,0.1083,0.0833,0.0184,11.1311,1,6.2963,609.7189,Hard,3.0,0.1,0.05,0.05,EXP_2000-2014→2015,expanding
20160104,0.2294,0.0592,0.1702,0.1452,0.0016,0.7927,0,-0.7927,499.2073,Hard,449.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160104,0.664,0.5005,0.1635,0.1385,0.0146,7.2856,1,6.5777,505.785,Hard,44.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160104,0.5449,0.3887,0.1562,0.1312,0.0022,1.1315,1,1.6038,507.3887,Hard,44.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160104,0.6689,0.4874,0.1815,0.1565,0.016,8.1425,1,7.7495,515.1382,Hard,185.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160104,0.3114,0.1148,0.1966,0.1716,0.002,1.0279,1,6.3251,521.4633,Hard,449.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160104,0.3788,0.2616,0.1173,0.0923,0.0013,0.6744,1,1.6789,523.1422,Hard,248.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160111,0.2955,0.1601,0.1354,0.1104,0.0014,0.7088,0,-0.7088,522.4334,Hard,265.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160111,0.3681,0.2476,0.1204,0.0954,0.0013,0.6855,1,1.829,524.2625,Hard,195.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160111,0.6386,0.491,0.1476,0.1226,0.0127,6.6402,0,-6.6402,517.6223,Hard,40.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160111,0.2242,0.1187,0.1055,0.0805,0.0009,0.4865,1,2.8991,520.5214,Hard,299.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160118,0.3753,0.2741,0.1011,0.0761,0.0011,0.5654,1,1.3248,521.8462,Hard,225.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160118,0.3182,0.1877,0.1305,0.1055,0.0013,0.6991,1,2.5872,524.4334,Hard,310.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160118,0.4768,0.2878,0.189,0.164,0.0024,1.2512,1,2.7487,527.1821,Hard,187.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160201,0.717,0.5885,0.1285,0.1035,0.0214,11.2942,0,-11.2942,515.8879,Clay,35.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160201,0.3526,0.2069,0.1456,0.1206,0.0016,0.8102,1,2.6831,518.571,Hard,85.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160201,0.8307,0.6864,0.1442,0.1192,0.0331,17.1409,0,-17.1409,501.43,Hard,38.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160201,0.3636,0.2508,0.1128,0.0878,0.0012,0.6082,0,-0.6082,500.8218,Clay,228.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160201,0.6184,0.4781,0.1403,0.1153,0.0116,5.8106,0,-5.8106,495.0112,Clay,68.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.4332,0.2894,0.1438,0.1188,0.0017,0.8576,0,-0.8576,494.1537,Hard,70.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.4276,0.3184,0.1092,0.0842,0.0013,0.634,0,-0.634,493.5197,Hard,69.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.36,0.247,0.1131,0.0881,0.0012,0.5971,1,1.5983,495.118,Hard,70.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.4686,0.3673,0.1013,0.0763,0.0013,0.6216,1,0.9629,496.0809,Clay,142.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.5043,0.3902,0.1141,0.0891,0.0015,0.756,0,-0.756,495.3249,Hard,176.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160208,0.3721,0.2503,0.1218,0.0968,0.0013,0.6618,1,1.7422,497.0671,Hard,145.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160215,0.454,0.3511,0.1029,0.0779,0.0012,0.6204,0,-0.6204,496.4467,Clay,168.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160215,0.3993,0.2781,0.1211,0.0961,0.0014,0.6849,0,-0.6849,495.7619,Hard,171.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160215,0.6641,0.5413,0.1229,0.0979,0.0113,5.5923,0,-5.5923,490.1696,Hard,102.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160215,0.4093,0.3042,0.1052,0.0802,0.0012,0.5857,1,1.1937,491.3633,Hard,44.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160215,0.383,0.2717,0.1112,0.0862,0.0012,0.6025,0,-0.6025,490.7608,Hard,69.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.4069,0.2753,0.1316,0.1066,0.0015,0.7479,0,-0.7479,490.0129,Hard,66.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.588,0.4534,0.1346,0.1096,0.005,2.4705,0,-2.4705,487.5423,Hard,38.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.2962,0.1708,0.1255,0.1005,0.0012,0.6091,1,2.5026,490.045,Clay,278.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.3323,0.2009,0.1315,0.1065,0.0014,0.6739,1,2.3094,492.3544,Clay,278.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.3861,0.2491,0.1369,0.1119,0.0015,0.7592,0,-0.7592,491.5952,Hard,247.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.4235,0.3101,0.1134,0.0884,0.0013,0.6539,1,1.2976,492.8928,Hard,102.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160222,0.3574,0.235,0.1224,0.0974,0.0013,0.649,1,1.8472,494.7399,Hard,188.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.3499,0.1318,0.2181,0.1931,0.0023,1.1331,1,6.0941,500.834,Hard,602.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.2658,0.1284,0.1373,0.1123,0.0013,0.6645,0,-0.6645,500.1694,Hard,318.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.2989,0.181,0.118,0.093,0.0012,0.5855,0,-0.5855,499.5839,Hard,884.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.6787,0.5783,0.1004,0.0754,0.0095,4.7488,1,3.1225,502.7064,Grass,11.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.6403,0.4779,0.1624,0.1374,0.0138,6.9462,0,-6.9462,495.7603,Hard,58.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.5203,0.4,0.1203,0.0953,0.0017,0.8216,1,1.1116,496.8719,Hard,735.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.3488,0.2326,0.1162,0.0912,0.0012,0.6102,0,-0.6102,496.2617,Hard,518.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.198,0.0754,0.1226,0.0976,0.0011,0.5386,1,4.8249,501.0866,Clay,612.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.2769,0.0606,0.2163,0.1913,0.0021,1.0484,0,-1.0484,500.0382,Hard,1343.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.3074,0.1212,0.1862,0.1612,0.0019,0.944,0,-0.944,499.0942,Hard,460.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160304,0.2559,0.1511,0.1048,0.0798,0.001,0.4837,0,-0.4837,498.6105,Hard,854.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.5472,0.3664,0.1808,0.1558,0.0026,1.2764,1,1.9851,500.5956,Hard,58.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.4446,0.3445,0.1001,0.0751,0.0012,0.596,0,-0.596,499.9996,Hard,43.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.4203,0.3043,0.116,0.091,0.0014,0.6786,0,-0.6786,499.321,Hard,176.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.4188,0.1658,0.2529,0.2279,0.0028,1.4066,1,5.964,505.285,Hard,420.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.5636,0.4583,0.1053,0.0803,0.0037,1.8843,0,-1.8843,503.4007,Hard,64.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.2631,0.0712,0.192,0.167,0.0018,0.9301,0,-0.9301,502.4706,Hard,581.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.6981,0.5656,0.1325,0.1075,0.0131,6.5951,1,4.5718,507.0424,Hard,45.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.5403,0.4342,0.1061,0.0811,0.0015,0.7603,1,0.8953,507.9377,Hard,47.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160307,0.2762,0.138,0.1382,0.1132,0.0014,0.6871,0,-0.6871,507.2506,Hard,177.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160321,0.421,0.3057,0.1154,0.0904,0.0014,0.685,0,-0.685,506.5656,Hard,142.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160321,0.4886,0.316,0.1726,0.1476,0.0022,1.1344,0,-1.1344,505.4312,Hard,154.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160321,0.3711,0.1066,0.2646,0.2396,0.0028,1.3943,1,9.2036,514.6348,Hard,366.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.6201,0.4973,0.1228,0.0978,0.0102,5.2675,0,-5.2675,509.3673,Clay,48.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.5951,0.4429,0.1522,0.1272,0.0057,2.9219,0,-2.9219,506.4455,Clay,151.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.8024,0.6581,0.1443,0.1193,0.0301,15.256,1,7.078,513.5235,Clay,47.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.6741,0.5553,0.1188,0.0938,0.0112,5.7382,0,-5.7382,507.7853,Clay,95.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.5064,0.4056,0.1008,0.0758,0.0013,0.6762,1,0.8942,508.6795,Clay,25.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160404,0.2644,0.1256,0.1388,0.1138,0.0013,0.6813,0,-0.6813,507.9982,Clay,496.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160411,0.7186,0.5387,0.1799,0.1549,0.0284,14.4303,0,-14.4303,493.568,Clay,54.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160411,0.4546,0.2745,0.1801,0.1551,0.0022,1.0928,0,-1.0928,492.4752,Clay,55.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.4183,0.3056,0.1126,0.0876,0.0013,0.6448,0,-0.6448,491.8304,Clay,186.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.4011,0.2717,0.1293,0.1043,0.0015,0.7295,0,-0.7295,491.1009,Clay,208.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.7473,0.558,0.1893,0.1643,0.0315,15.4795,0,-15.4795,475.6214,Clay,51.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.6439,0.4822,0.1617,0.1367,0.0139,6.5968,0,-6.5968,469.0245,Clay,118.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.3721,0.2331,0.1389,0.1139,0.0015,0.7203,0,-0.7203,468.3042,Clay,242.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.7509,0.625,0.1259,0.1009,0.0231,10.8033,1,5.8171,474.1213,Clay,51.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.5264,0.3419,0.1845,0.1595,0.0025,1.1947,1,2.0615,476.1829,Clay,138.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.5943,0.477,0.1173,0.0923,0.0044,2.1179,0,-2.1179,474.0649,Clay,89.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.399,0.2527,0.1464,0.1214,0.0017,0.7966,0,-0.7966,473.2683,Clay,138.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160418,0.8247,0.6815,0.1432,0.1182,0.0322,15.253,0,-15.253,458.0153,Clay,34.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.2634,0.1249,0.1385,0.1135,0.0013,0.6113,0,-0.6113,457.4041,Clay,285.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.3692,0.2032,0.166,0.141,0.0018,0.8359,1,2.8271,460.2312,Clay,337.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.6547,0.5119,0.1428,0.1178,0.0127,5.8539,1,5.0501,465.2813,Clay,29.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.5516,0.4366,0.115,0.09,0.004,1.8664,0,-1.8664,463.4149,Clay,84.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.2773,0.0897,0.1876,0.1626,0.0018,0.8512,0,-0.8512,462.5637,Clay,337.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.8979,0.793,0.1049,0.0799,0.0351,16.2399,1,3.6133,466.1771,Clay,13.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.3537,0.2062,0.1475,0.1225,0.0016,0.7426,1,2.4695,468.6466,Clay,337.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.2531,0.1186,0.1345,0.1095,0.0013,0.5992,0,-0.5992,468.0473,Clay,267.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.748,0.5415,0.2065,0.1815,0.0335,15.6764,1,11.9963,480.0436,Clay,49.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160425,0.5264,0.3564,0.1701,0.1451,0.0023,1.1257,1,1.8262,481.8697,Clay,128.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160502,0.2753,0.1149,0.1604,0.1354,0.0016,0.7584,0,-0.7584,481.1114,Clay,274.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160502,0.6489,0.5482,0.1007,0.0757,0.0089,4.2652,1,3.1755,484.2868,Clay,21.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160502,0.4262,0.2844,0.1418,0.1168,0.0017,0.819,0,-0.819,483.4679,Clay,21.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160509,0.6471,0.4514,0.1957,0.1707,0.0163,7.8796,1,8.6607,492.1285,Clay,44.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160509,0.7577,0.5734,0.1843,0.1593,0.0317,15.6148,0,-15.6148,476.5138,Clay,69.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160509,0.3249,0.2236,0.1013,0.0763,0.001,0.4836,1,1.4616,477.9754,Clay,114.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160516,0.4368,0.1998,0.237,0.212,0.0027,1.307,0,-1.307,476.6683,Clay,244.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160516,0.5243,0.4182,0.1061,0.0811,0.0015,0.6946,0,-0.6946,475.9737,Clay,112.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160516,0.2784,0.1718,0.1067,0.0817,0.001,0.4839,0,-0.4839,475.4898,Clay,310.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.882,0.628,0.2541,0.2291,0.0528,25.1091,1,13.345,488.8348,Clay,41.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.8215,0.6982,0.1233,0.0983,0.0284,13.8888,1,5.3159,494.1507,Clay,23.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.7906,0.6838,0.1068,0.0818,0.0225,11.1057,1,4.5635,498.7142,Clay,28.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.9021,0.7455,0.1566,0.1316,0.0459,22.8782,0,-22.8782,475.836,Clay,20.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.6746,0.5285,0.1461,0.1211,0.0136,6.4544,0,-6.4544,469.3816,Clay,71.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160523,0.4117,0.2905,0.1211,0.0961,0.0014,0.6593,0,-0.6593,468.7224,Clay,215.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.352,0.1667,0.1853,0.1603,0.002,0.9295,1,3.9199,472.6423,Grass,223.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.2889,0.1502,0.1387,0.1137,0.0014,0.6517,0,-0.6517,471.9905,Grass,429.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.329,0.1103,0.2187,0.1937,0.0022,1.0573,1,6.7566,478.7471,Grass,223.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.303,0.1855,0.1175,0.0925,0.0012,0.5611,0,-0.5611,478.186,Grass,76.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.3957,0.1369,0.2588,0.2338,0.0028,1.3339,0,-1.3339,476.8521,Grass,223.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.5014,0.2416,0.2597,0.2347,0.0032,1.5263,1,4.1981,481.0502,Grass,256.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.7748,0.6126,0.1622,0.1372,0.0303,14.5688,1,8.2802,489.3304,Grass,28.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160606,0.483,0.1902,0.2928,0.2678,0.0034,1.6695,0,-1.6695,487.6608,Grass,256.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.6999,0.5729,0.127,0.102,0.0127,6.1866,0,-6.1866,481.4742,Grass,46.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.714,0.5799,0.1342,0.1092,0.0221,10.6406,1,6.9512,488.4254,Grass,28.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.5531,0.4193,0.1338,0.1088,0.0047,2.2949,1,2.8704,491.2958,Grass,38.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.599,0.4693,0.1297,0.1047,0.005,2.4413,1,2.4977,493.7935,Grass,64.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.3087,0.1774,0.1312,0.1062,0.0013,0.6578,0,-0.6578,493.1357,Grass,100.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160613,0.2,0.0625,0.1375,0.1125,0.0012,0.608,1,6.3402,499.4759,Grass,192.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160620,0.688,0.5607,0.1273,0.1023,0.0123,6.1665,1,4.3611,503.837,Grass,52.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160620,0.2719,0.1176,0.1542,0.1292,0.0015,0.7593,0,-0.7593,503.0777,Grass,292.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160620,0.6138,0.4724,0.1414,0.1164,0.0116,5.8249,0,-5.8249,497.2528,Grass,63.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160620,0.6591,0.5388,0.1203,0.0953,0.0109,5.4341,0,-5.4341,491.8186,Grass,65.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.6911,0.5731,0.118,0.093,0.0116,5.6931,0,-5.6931,486.1255,Grass,19.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.646,0.5332,0.1129,0.0879,0.0099,4.8347,1,3.8271,489.9526,Grass,7.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.3504,0.1962,0.1542,0.1292,0.0017,0.8125,0,-0.8125,489.1401,Grass,165.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.5576,0.4519,0.1058,0.0808,0.0037,1.8124,1,1.9882,491.1283,Grass,98.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.4448,0.1017,0.3431,0.3181,0.0036,1.7888,0,-1.7888,489.3394,Grass,793.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160627,0.7029,0.5789,0.124,0.099,0.02,9.7831,1,6.4163,495.7558,Grass,43.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4701,0.3635,0.1067,0.0817,0.0013,0.6621,1,1.0423,496.7981,Grass,254.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4025,0.1181,0.2844,0.2594,0.003,1.5041,1,9.0061,505.8042,Grass,546.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.3436,0.2362,0.1074,0.0824,0.0011,0.5641,0,-0.5641,505.2402,Clay,123.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.5767,0.3872,0.1896,0.1646,0.0067,3.3946,0,-3.3946,501.8455,Grass,128.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.7124,0.5869,0.1255,0.1005,0.0207,10.3982,1,6.5964,508.4419,Grass,39.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4404,0.2858,0.1546,0.1296,0.0019,0.956,0,-0.956,507.4858,Grass,169.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.2995,0.0563,0.2432,0.2182,0.0024,1.2054,0,-1.2054,506.2804,Grass,546.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.6279,0.3008,0.3271,0.3021,0.0224,11.3422,0,-11.3422,494.9382,Grass,216.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4832,0.3412,0.142,0.117,0.0018,0.9139,1,1.5815,496.5197,Grass,169.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4471,0.3282,0.1189,0.0939,0.0015,0.7205,0,-0.7205,495.7991,Grass,145.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.5415,0.4081,0.1334,0.1084,0.0019,0.9478,0,-0.9478,494.8514,Clay,215.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.2712,0.086,0.1852,0.1602,0.0018,0.8917,0,-0.8917,493.9597,Clay,507.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.6903,0.541,0.1493,0.1243,0.0143,7.0741,1,5.425,499.3847,Clay,106.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.5804,0.4582,0.1222,0.0972,0.0045,2.2536,0,-2.2536,497.1311,Clay,104.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.4402,0.3305,0.1097,0.0847,0.0013,0.6535,0,-0.6535,496.4776,Clay,176.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160711,0.8091,0.6752,0.1339,0.1089,0.0291,14.4263,0,-14.4263,482.0513,Clay,27.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160715,0.2807,0.1409,0.1397,0.1147,0.0014,0.6631,0,-0.6631,481.3882,Clay,384.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160715,0.2693,0.1686,0.1007,0.0757,0.0009,0.4522,1,1.8833,483.2715,Clay,744.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160715,0.3108,0.2019,0.1089,0.0839,0.0011,0.5244,0,-0.5244,482.7471,Hard,539.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160715,0.2776,0.1261,0.1514,0.1264,0.0015,0.719,1,4.0387,486.7858,Hard,414.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160715,0.4756,0.3113,0.1642,0.1392,0.0021,1.0213,1,2.0154,488.8012,Hard,193.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.397,0.2155,0.1815,0.1565,0.0021,1.007,0,-1.007,487.7942,Hard,311.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3496,0.1695,0.1801,0.1551,0.0019,0.9393,0,-0.9393,486.8549,Hard,371.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3412,0.1743,0.1669,0.1419,0.0018,0.8629,0,-0.8629,485.992,Hard,269.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.6387,0.4882,0.1504,0.1254,0.0129,6.2622,1,5.9394,491.9314,Hard,67.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.4118,0.2913,0.1205,0.0955,0.0014,0.6869,0,-0.6869,491.2445,Clay,124.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.599,0.4133,0.1857,0.1607,0.0069,3.3726,0,-3.3726,487.8719,Hard,27.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.6297,0.4726,0.1572,0.1322,0.0132,6.4167,1,6.4793,494.3513,Hard,27.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.4524,0.3072,0.1452,0.1202,0.0018,0.8897,0,-0.8897,493.4616,Hard,53.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.4829,0.3517,0.1312,0.1062,0.0017,0.8405,1,1.3907,494.8523,Hard,205.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.2582,0.0845,0.1737,0.1487,0.0017,0.8262,0,-0.8262,494.0261,Clay,569.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3026,0.1757,0.1269,0.1019,0.0013,0.6296,0,-0.6296,493.3965,Clay,157.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.5292,0.379,0.1502,0.1252,0.0021,1.0365,1,1.5292,494.9257,Clay,157.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.5511,0.4508,0.1003,0.0753,0.0034,1.707,1,1.8809,496.8066,Clay,157.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3027,0.1064,0.1963,0.1713,0.002,0.9798,0,-0.9798,495.8268,Clay,538.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3518,0.2474,0.1044,0.0794,0.0011,0.5409,0,-0.5409,495.2859,Clay,292.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.5844,0.4614,0.123,0.098,0.0046,2.2687,0,-2.2687,493.0173,Clay,104.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.7185,0.5425,0.1761,0.1511,0.0279,13.7758,1,10.5007,503.518,Clay,107.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
20160718,0.3412,0.1998,0.1415,0.1165,0.0015,0.7564,0,-0.7564,502.7616,Clay,295.0,0.1,0.05,0.05,EXP_2000-2015→2016,expanding
